request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_189,488.4,affordable_now,full_payment,2026-07-04:488.40,2026-07-04,none,Pay EUR 488.4 today. This leaves at least EUR 400 available over the next 90 days.
request_190,880.43,affordable_later,wait,2025-01-15:2557.50,2025-01-15,none,Pay EUR 2557.5 in full on 2025-01-15. Paying earlier would take the balance below the EUR 1600 minimum.
request_191,664.4,affordable_now,full_payment,2025-05-03:664.40,2025-05-03,none,Pay EUR 664.4 today. This leaves at least EUR 500 available over the next 90 days.
request_192,296.34,not_affordable,not_recommended,none,,none,Cannot safely afford USD 2046 within 90 days. Paying more than USD 296.34 today would take the balance below the USD 1000 minimum.
request_193,261.62,affordable_with_plan,installments,2024-03-21:420.23|2024-04-21:420.23|2024-05-22:420.23,2024-03-15,none,"Use 3 installments of EUR 420.23, starting 2024-03-21. This leaves at least EUR 1000 available."
request_194,46031.94,affordable_later,wait,2025-09-23:132800,2025-09-23,none,Pay INR 132800 in full on 2025-09-23. Paying earlier would take the balance below the INR 113600 minimum.
request_195,1094.34,affordable_with_plan,installments,2026-01-09:405.74|2026-02-08:405.74|2026-03-10:405.74,2026-01-15,none,"Use 3 installments of EUR 405.74, starting 2026-01-09. This leaves at least EUR 700 available."
request_196,762.3,affordable_now,full_payment,2024-06-03:762.30,2024-06-03,none,Pay EUR 762.3 today. This leaves at least EUR 500 available over the next 90 days.
request_197,0,not_affordable,not_recommended,none,,none,Cannot safely afford IDR 50939000 within 90 days. Paying more than IDR 0 today would take the balance below the IDR 26245900 minimum.
request_198,185800,affordable_now,full_payment,2026-07-07:185800,2026-07-07,none,Pay INR 185800 today. This leaves at least INR 124300 available over the next 90 days.
request_199,23674000,affordable_with_plan,installments,2024-09-07:8206986.67|2024-10-08:8206986.67|2024-11-08:8206986.67,2024-09-04,none,"Use 3 installments of IDR 8206986.67, starting 2024-09-07. This leaves at least IDR 25359500 available."
request_200,21717000,affordable_now,full_payment,2025-02-06:21717000,2025-02-06,none,Pay IDR 21717000 today. This leaves at least IDR 20114600 available over the next 90 days.
request_201,23997000,affordable_now,full_payment,2026-04-03:23997000,2026-04-03,none,Pay IDR 23997000 today. This leaves at least IDR 17304500 available over the next 90 days.
request_202,123900,affordable_now,full_payment,2024-12-05:123900,2024-12-05,none,Pay INR 123900 today. This leaves at least INR 147800 available over the next 90 days.
request_203,1442.1,affordable_with_plan,installments,2025-05-10:499.93|2025-06-07:499.93|2025-07-05:499.93,2025-05-07,none,"Use 3 installments of EUR 499.93, starting 2025-05-10. This leaves at least EUR 1400 available."
request_204,0,not_affordable,not_recommended,none,,none,Cannot safely afford EUR 588.74 within 90 days. Paying more than EUR 0 today would take the balance below the EUR 1300 minimum.
request_205,10621000,affordable_now,full_payment,2024-03-06:10621000,2024-03-06,none,Pay IDR 10621000 today. This leaves at least IDR 13994300 available over the next 90 days.
request_206,1404.7,affordable_with_plan,installments,2025-08-03:486.96|2025-08-31:486.96|2025-09-28:486.96,2025-08-03,none,"Use 3 installments of EUR 486.96, starting 2025-08-03. This leaves at least EUR 900 available."
request_207,6737.41,affordable_later,wait,2026-07-15:11830,2026-07-15,none,Pay ZAR 11830 in full on 2026-07-15. Paying earlier would take the balance below the ZAR 13600 minimum.
request_208,4413000,affordable_now,full_payment,2024-06-07:4413000,2024-06-07,none,Pay IDR 4413000 today. This leaves at least IDR 10470700 available over the next 90 days.
request_209,2887.09,not_affordable,not_recommended,none,,none,Cannot safely afford ZAR 56914 within 90 days. Paying more than ZAR 2887.09 today would take the balance below the ZAR 18400 minimum.
request_210,1105.92,affordable_with_plan,partial_payment,2026-04-06:1105.92|2026-04-15:254.10,2026-04-15,none,Pay USD 1105.92 today and the remaining USD 254.1 on 2026-04-15. This completes the full request and keeps the USD 2000 minimum protected.
request_211,546.7,affordable_later,wait,2024-10-15:1788.60,2024-10-15,none,Pay EUR 1788.6 in full on 2024-10-15. Paying earlier would take the balance below the EUR 1500 minimum.
request_212,10035793.79,not_affordable,not_recommended,none,,none,Cannot safely afford IDR 71934000 within 90 days. Paying more than IDR 10035793.79 today would take the balance below the IDR 29579800 minimum.
request_213,3362.4,affordable_with_plan,installments,2026-01-21:1165.63|2026-02-20:1165.63|2026-03-22:1165.63,2026-01-07,none,"Use 3 installments of USD 1165.63, starting 2026-01-21. This leaves at least USD 2100 available."
request_214,69750,affordable_with_plan,installments,2024-12-04:36270|2025-01-01:36270,2024-12-04,none,"Use 2 installments of INR 36270, starting 2024-12-04. This leaves at least INR 174900 available."
request_215,29986,affordable_with_plan,installments,2025-05-09:10395.15|2025-06-06:10395.15|2025-07-04:10395.15,2025-05-06,none,"Use 3 installments of ZAR 10395.15, starting 2025-05-09. This leaves at least ZAR 15700 available."
request_216,699.29,affordable_later,wait,2026-08-15:3332.40,2026-08-15,none,Pay USD 3332.4 in full on 2026-08-15. Paying earlier would take the balance below the USD 1800 minimum.
request_217,23028.54,affordable_with_plan,installments,2024-03-19:12889.07|2024-04-19:12889.07|2024-05-20:12889.07,2024-03-15,none,"Use 3 installments of ZAR 12889.07, starting 2024-03-19. This leaves at least ZAR 26800 available."
request_218,28753921.45,affordable_with_plan,installments,2025-08-07:21195893.33|2025-09-04:21195893.33|2025-10-02:21195893.33,2025-08-15,none,"Use 3 installments of IDR 21195893.33, starting 2025-08-07. This leaves at least IDR 34477200 available."
request_219,0,not_affordable,not_recommended,none,,none,Cannot safely afford EUR 1673.1 within 90 days. Paying more than EUR 0 today would take the balance below the EUR 1100 minimum.
request_220,215.79,not_affordable,not_recommended,none,,none,Cannot safely afford EUR 3118.5 within 90 days. Paying more than EUR 215.79 today would take the balance below the EUR 1100 minimum.
request_221,109800,affordable_now,full_payment,2025-11-03:109800,2025-11-03,none,Pay INR 109800 today. This leaves at least INR 81500 available over the next 90 days.
request_222,34078,affordable_now,full_payment,2026-01-05:34078,2026-01-05,none,Pay ZAR 34078 today. This leaves at least ZAR 27300 available over the next 90 days.
request_223,898.7,affordable_now,full_payment,2024-09-07:898.70,2024-09-07,none,Pay EUR 898.7 today. This leaves at least EUR 800 available over the next 90 days.
request_224,10327000,affordable_with_plan,installments,2025-02-04:5370040|2025-03-04:5370040,2025-02-04,none,"Use 2 installments of IDR 5370040, starting 2025-02-04. This leaves at least IDR 22187600 available."
request_225,12021650.36,affordable_with_plan,installments,2026-07-20:7647120|2026-08-19:7647120|2026-09-18:7647120,2026-07-15,none,"Use 3 installments of IDR 7647120, starting 2026-07-20. This leaves at least IDR 17670700 available."
request_226,147804.83,affordable_with_plan,full_payment,2024-12-03:157000,2025-02-15,reduce_to:event_20754:3552|reduce_to:event_20752:3700|stop:event_20753,"Reduce event_20754 to 3552 and Reduce event_20752 to 3700 and Stop event_20753, then pay INR 157000 today. This leaves at least INR 209400 available."
request_227,13390.85,not_affordable,not_recommended,none,,none,Cannot safely afford INR 259700 within 90 days. Paying more than INR 13390.85 today would take the balance below the INR 62900 minimum.
request_228,0,not_affordable,not_recommended,none,,none,Cannot safely afford IDR 63327000 within 90 days. Paying more than IDR 0 today would take the balance below the IDR 26191200 minimum.
request_229,609.09,affordable_with_plan,installments,2024-03-18:529.29|2024-04-18:529.29|2024-05-19:529.29,2024-04-15,none,"Use 3 installments of EUR 529.29, starting 2024-03-18. This leaves at least EUR 1000 available."
request_230,3537.6,affordable_now,full_payment,2025-08-06:3537.60,2025-08-06,none,Pay EUR 3537.6 today. This leaves at least EUR 2000 available over the next 90 days.
request_231,35706,affordable_with_plan,installments,2026-01-06:12378.08|2026-02-05:12378.08|2026-03-07:12378.08,2026-01-03,none,"Use 3 installments of ZAR 12378.08, starting 2026-01-06. This leaves at least ZAR 24300 available."
request_232,0,not_affordable,not_recommended,none,,none,Cannot safely afford EUR 1970.1 within 90 days. Paying more than EUR 0 today would take the balance below the EUR 2400 minimum.
request_233,0,not_affordable,not_recommended,none,,none,Cannot safely afford IDR 6241000 within 90 days. Paying more than IDR 0 today would take the balance below the IDR 10365700 minimum.
request_234,273.01,affordable_later,wait,2026-08-15:1213.30,2026-08-15,none,Pay EUR 1213.3 in full on 2026-08-15. Paying earlier would take the balance below the EUR 700 minimum.
request_235,967.2,affordable_now,full_payment,2024-09-06:967.20,2024-09-06,none,Pay USD 967.2 today. This leaves at least USD 700 available over the next 90 days.
request_236,6842131.84,not_affordable,not_recommended,none,2025-04-15,none,Cannot safely afford IDR 52383000 within 90 days. Paying more than IDR 6842131.84 today would take the balance below the IDR 16768600 minimum.
request_237,23826000,affordable_now,full_payment,2026-04-05:23826000,2026-04-05,none,Pay IDR 23826000 today. This leaves at least IDR 22431500 available over the next 90 days.
request_238,663.6,affordable_with_plan,installments,2024-12-07:230.05|2025-01-07:230.05|2025-02-07:230.05,2024-12-07,none,"Use 3 installments of USD 230.05, starting 2024-12-07. This leaves at least USD 700 available."
request_239,381.68,not_affordable,not_recommended,none,,none,Cannot safely afford USD 642 within 90 days. Paying more than USD 381.68 today would take the balance below the USD 600 minimum.
request_240,0,not_affordable,not_recommended,none,,none,Cannot safely afford INR 101200 within 90 days. Paying more than INR 0 today would take the balance below the INR 52800 minimum.
request_241,21052000,affordable_with_plan,installments,2024-03-17:7298026.67|2024-04-17:7298026.67|2024-05-18:7298026.67,2024-03-03,none,"Use 3 installments of IDR 7298026.67, starting 2024-03-17. This leaves at least IDR 19252000 available."
request_242,0,not_affordable,not_recommended,none,,none,Cannot safely afford EUR 1966.8 within 90 days. Paying more than EUR 0 today would take the balance below the EUR 600 minimum.
request_243,17468,affordable_now,full_payment,2026-07-07:17468,2026-07-07,none,Pay ZAR 17468 today. This leaves at least ZAR 19900 available over the next 90 days.
request_244,44946.14,not_affordable,not_recommended,none,,none,Cannot safely afford ZAR 49918 within 90 days. Paying more than ZAR 44946.14 today would take the balance below the ZAR 45900 minimum.
request_245,46929.02,affordable_later,wait,2025-12-15:128500,2025-12-15,none,Pay INR 128500 in full on 2025-12-15. Paying earlier would take the balance below the INR 94600 minimum.
request_246,64086,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-04-03,none,"Use 3 installments of ZAR 22216.48, starting 2026-04-03. This leaves at least ZAR 39300 available."
request_247,1059.3,affordable_now,full_payment,2024-09-05:1059.30,2024-09-05,none,Pay EUR 1059.3 today. This leaves at least EUR 1300 available over the next 90 days.
request_248,1020.83,not_affordable,not_recommended,none,,none,Cannot safely afford USD 1965.6 within 90 days. Paying more than USD 1020.83 today would take the balance below the USD 1300 minimum.
request_249,0,not_affordable,not_recommended,none,,none,Cannot safely afford USD 643.2 within 90 days. Paying more than USD 0 today would take the balance below the USD 600 minimum.
request_250,17404.9,not_affordable,not_recommended,none,,none,Cannot safely afford ZAR 124278 within 90 days. Paying more than ZAR 17404.9 today would take the balance below the ZAR 35300 minimum.
request_251,1513.6,not_affordable,not_recommended,none,2025-05-03,none,Cannot safely afford EUR 1513.6 within 90 days. Paying more than EUR 1513.6 today would take the balance below the EUR 1300 minimum.
request_252,5655701.89,affordable_later,wait,2026-08-15:28082000,2026-08-15,none,Pay IDR 28082000 in full on 2026-08-15. Paying earlier would take the balance below the IDR 15152200 minimum.
request_253,1627.16,affordable_with_plan,installments,2024-03-21:984.60|2024-04-21:984.60|2024-05-22:984.60,2024-03-15,none,"Use 3 installments of EUR 984.6, starting 2024-03-21. This leaves at least EUR 2300 available."
request_254,944.58,affordable_later,wait,2025-09-15:3535.20,2025-09-15,none,Pay USD 3535.2 in full on 2025-09-15. Paying earlier would take the balance below the USD 2500 minimum.
request_255,3345000,affordable_now,full_payment,2026-04-06:3345000,2026-04-06,none,Pay IDR 3345000 today. This leaves at least IDR 9813900 available over the next 90 days.
request_256,0,not_affordable,not_recommended,none,,none,Cannot safely afford INR 218700 within 90 days. Paying more than INR 0 today would take the balance below the INR 168600 minimum.
request_257,644.17,affordable_later,wait,2025-11-15:1352.40,2025-11-15,none,Pay USD 1352.4 in full on 2025-11-15. Paying earlier would take the balance below the USD 1600 minimum.
request_258,1113.6,affordable_now,full_payment,2026-01-07:1113.60,2026-01-07,none,Pay USD 1113.6 today. This leaves at least USD 500 available over the next 90 days.
request_259,482.9,affordable_later,wait,2024-10-15:935,2024-10-15,none,Pay EUR 935 in full on 2024-10-15. Paying earlier would take the balance below the EUR 600 minimum.
request_260,10788991.75,affordable_with_plan,partial_payment,2025-02-06:10788991.75|2025-04-15:41290008.25,2025-04-15,none,Pay IDR 10788991.75 today and the remaining IDR 41290008.25 on 2025-04-15. This completes the full request and keeps the IDR 20727700 minimum protected.
request_261,1830.4,affordable_now,full_payment,2026-07-03:1830.40,2026-07-03,none,Pay EUR 1830.4 today. This leaves at least EUR 1500 available over the next 90 days.
request_262,9236000,affordable_now,full_payment,2024-12-05:9236000,2024-12-05,none,Pay IDR 9236000 today. This leaves at least IDR 31018500 available over the next 90 days.
request_263,10641.74,not_affordable,not_recommended,none,2025-07-15,none,Cannot safely afford ZAR 51546 within 90 days. Paying more than ZAR 10641.74 today would take the balance below the ZAR 24100 minimum.
request_264,26863.74,affordable_later,wait,2026-05-15:111300,2026-05-15,none,Pay INR 111300 in full on 2026-05-15. Paying earlier would take the balance below the INR 59500 minimum.
request_265,45970,affordable_now,full_payment,2024-03-06:45970,2024-03-06,none,Pay INR 45970 today. This leaves at least INR 189700 available over the next 90 days.
request_266,935,affordable_with_plan,installments,2025-08-03:324.13|2025-08-31:324.13|2025-09-28:324.13,2025-08-03,none,"Use 3 installments of EUR 324.13, starting 2025-08-03. This leaves at least EUR 900 available."
request_267,1844.04,affordable_with_plan,installments,2026-01-08:667.33|2026-02-07:667.33|2026-03-09:667.33,2026-01-15,none,"Use 3 installments of EUR 667.33, starting 2026-01-08. This leaves at least EUR 1500 available."
request_268,1134.52,affordable_with_plan,installments,2024-06-14:841.22|2024-07-15:841.22|2024-08-15:841.22,2024-07-15,none,"Use 3 installments of EUR 841.22, starting 2024-06-14. This leaves at least EUR 1400 available."
request_269,0,not_affordable,not_recommended,none,,none,Cannot safely afford ZAR 15490 within 90 days. Paying more than ZAR 0 today would take the balance below the ZAR 23100 minimum.
request_270,224.93,not_affordable,not_recommended,none,2026-09-15,none,Cannot safely afford USD 3028.8 within 90 days. Paying more than USD 224.93 today would take the balance below the USD 1400 minimum.
request_271,9952.3,not_affordable,not_recommended,none,,none,Cannot safely afford INR 91300 within 90 days. Paying more than INR 9952.3 today would take the balance below the INR 58200 minimum.
request_272,6676962.13,affordable_with_plan,installments,2025-02-12:4709466.67|2025-03-12:4709466.67|2025-04-09:4709466.67,2025-02-15,none,"Use 3 installments of IDR 4709466.67, starting 2025-02-12. This leaves at least IDR 7508600 available."
request_273,10743745.89,affordable_with_plan,partial_payment,2026-04-07:10743745.89|2026-04-15:5117254.11,2026-04-15,none,Pay IDR 10743745.89 today and the remaining IDR 5117254.11 on 2026-04-15. This completes the full request and keeps the IDR 18774600 minimum protected.
request_274,2578.63,affordable_with_plan,installments,2024-12-04:940.75|2025-01-04:940.75|2025-02-04:940.75,2024-12-15,none,"Use 3 installments of EUR 940.75, starting 2024-12-04. This leaves at least EUR 1800 available."
request_275,15884000,affordable_now,full_payment,2025-05-06:15884000,2025-05-06,none,Pay IDR 15884000 today. This leaves at least IDR 12760100 available over the next 90 days.
